Auftragskonto;Buchungstag;Valutadatum;Buchungstext;Verwendungszweck;Glaeubiger-ID;Mandatsreferenz;Kundenreferenz (End-to-End);Sammlerreferenz;Lastschrift Ursprungsbetrag;Auslagenersatz Ruecklastschrift;Beguenstigter/Zahlungspflichtiger;Kontonummer/IBAN;BIC (SWIFT-Code);Betrag;Waehrung;Info
DE02 1001 0010 0123 4567 89;01.08.2025;01.08.2025;Gutschrift;Hausgeld 08/2025 EH-019,EH-009;;;TX-01292;;;;Hulda Eckbauer;DE58100500002602563421;HYVEDEMMXXX;21,60;EUR;Saldo: 748655,51
DE02 1001 0010 0123 4567 89;01.08.2025;01.08.2025;Gutschrift;Hausgeld 08/2025 EH-001,EH-030;;;TX-01293;;;;Osman Jacob;DE49100700003561595148;BELADEBEXXX;32,73;EUR;Saldo: 748688,24
DE02 1001 0010 0123 4567 89;01.08.2025;01.08.2025;Gutschrift;Hausgeld 08/2025 EH-046;;;TX-01294;;;;Dorothe Wulf;DE95100700004531473799;DEUTDEBB101;13,95;EUR;Saldo: 748702,19
DE02 1001 0010 0123 4567 89;02.08.2025;02.08.2025;Gutschrift;Miete 08/2025 EH-021;;;TX-01295;;;;Edelgard Wulf;DE99100100100249947174;DEUTDEBB101;1511,00;EUR;Saldo: 750213,19
DE02 1001 0010 0123 4567 89;02.08.2025;02.08.2025;Gutschrift;Miete 08/2025 EH-049;;;TX-01296;;;;Joanna Schäfer;DE83100701245940139904;COBADEFFXXX;2019,00;EUR;Saldo: 752232,19
DE02 1001 0010 0123 4567 89;02.08.2025;02.08.2025;Gutschrift;Miete 08/2025 EH-051;;;TX-01297;;;;Horst-Günter Zänker;DE52100700006717565512;DEUTDEBB101;1537,00;EUR;Saldo: 753769,19
DE02 1001 0010 0123 4567 89;02.08.2025;02.08.2025;Gutschrift;Miete 08/2025 EH-016;;;TX-01298;;;;Peggy Hein;DE91120300008091343161;BELADEBEXXX;1863,00;EUR;Saldo: 755632,19
DE02 1001 0010 0123 4567 89;02.08.2025;02.08.2025;Gutschrift;Miete 08/2025 EH-034;;;TX-01299;;;;Hanna Schweitzer;DE49370400443953394210;HYVEDEMMXXX;2404,00;EUR;Saldo: 758036,19
DE02 1001 0010 0123 4567 89;02.08.2025;02.08.2025;Gutschrift;Miete 08/2025 EH-035;;;TX-01300;;;;Louise Ladeck;DE93100500007098593174;DEUTDEBB101;1496,00;EUR;Saldo: 759532,19
DE02 1001 0010 0123 4567 89;02.08.2025;02.08.2025;Gutschrift;Miete 08/2025 EH-041;;;TX-01301;;;;Galina Wohlgemut;DE86100500009318393352;COBADEFFXXX;2111,00;EUR;Saldo: 761643,19
DE02 1001 0010 0123 4567 89;02.08.2025;02.08.2025;Gutschrift;Miete Jasmin Trub;;;TX-01302;;;;Jasmin Trub;DE29120300005766156545;BELADEBEXXX;1206,00;EUR;Saldo: 762849,19
DE02 1001 0010 0123 4567 89;02.08.2025;02.08.2025;Gutschrift;Hausgeld 08/2025 EH-031,EH-035;;;TX-01303;;;;Caroline Bohlander;DE36100701241241182449;BELADEBEXXX;30,88;EUR;Saldo: 762880,07
DE02 1001 0010 0123 4567 89;02.08.2025;02.08.2025;Gutschrift;Hausgeld 08/2025 EH-018;;;TX-01304;;;;Irmingard Margraf;DE36100701246299468044;DEUTDEBB101;1,63;EUR;Saldo: 762881,70
DE02 1001 0010 0123 4567 89;02.08.2025;02.08.2025;Gutschrift;Hausgeld 08/2025 EH-003;;;TX-01305;;;;Hiltrud Speer;DE33100700008069901627;COBADEFFXXX;10,20;EUR;Saldo: 762891,90
DE02 1001 0010 0123 4567 89;02.08.2025;02.08.2025;Gutschrift;Hausgeld 08/2025 EH-014;;;TX-01306;;;;Ingolf Röhricht;DE57100100109232719374;PBNKDEFFXXX;13,95;EUR;Saldo: 762905,85
DE02 1001 0010 0123 4567 89;02.08.2025;02.08.2025;Ueberweisung;Rechnung RE-2025-0118 Sanitaer Schulze GmbH;;;TX-01307;;;;Sanitaer Schulze GmbH;DE77100100107151820377;GENODEF1P01;-171,36;EUR;Saldo: 762734,49
DE02 1001 0010 0123 4567 89;03.08.2025;03.08.2025;Gutschrift;Miete 08/2025 EH-025;;;TX-01308;;;;Julius Nette;DE94120300004034471349;HYVEDEMMXXX;1676,00;EUR;Saldo: 764410,49
DE02 1001 0010 0123 4567 89;03.08.2025;03.08.2025;Gutschrift;Miete 08/2025 EH-013;;;TX-01309;;;;Steffi Riehl;DE76370400445168087603;BYLADEM1001;1653,00;EUR;Saldo: 766063,49
DE02 1001 0010 0123 4567 89;03.08.2025;03.08.2025;Gutschrift;Miete 08/2025 EH-023;;;TX-01310;;;;David Jenkins;DE86100701244677378263;GENODEF1P01;1767,00;EUR;Saldo: 767830,49
DE02 1001 0010 0123 4567 89;03.08.2025;03.08.2025;Gutschrift;Miete 08/2025 EH-003;;;TX-01311;;;;Ferenc Stahr;DE71100700004044997278;BYLADEM1001;1070,00;EUR;Saldo: 768900,49
DE02 1001 0010 0123 4567 89;03.08.2025;03.08.2025;Gutschrift;Miete 08/2025 EH-039;;;TX-01312;;;;Wilma Roht;DE11100100103695944064;GENODEF1P01;1127,00;EUR;Saldo: 770027,49
DE02 1001 0010 0123 4567 89;03.08.2025;03.08.2025;Gutschrift;Miete Edeltraud Renner;;;TX-01313;;;;Edeltraud Renner;DE57100701246851604817;BELADEBEXXX;2091,00;EUR;Saldo: 772118,49
DE02 1001 0010 0123 4567 89;03.08.2025;03.08.2025;Gutschrift;Miete 08/2025 EH-050;;;TX-01314;;;;Jörgen Seidel;DE72100700002675869261;GENODEF1P01;1006,00;EUR;Saldo: 773124,49
DE02 1001 0010 0123 4567 89;03.08.2025;03.08.2025;Gutschrift;Miete 08/2025 EH-042;;;TX-01315;;;;Anika Zimmer;DE21370400441585064317;BELADEBEXXX;1925,00;EUR;Saldo: 775049,49
DE02 1001 0010 0123 4567 89;03.08.2025;03.08.2025;Gutschrift;Miete 08/2025 EH-037;;;TX-01316;;;;Björn Weinhage;DE97100500009084700766;COBADEFFXXX;4096,00;EUR;Saldo: 779145,49
DE02 1001 0010 0123 4567 89;03.08.2025;03.08.2025;Gutschrift;Miete 08/2025 EH-006;;;TX-01317;;;;Kamil Trub;DE95370400442809885165;HYVEDEMMXXX;983,00;EUR;Saldo: 780128,49
DE02 1001 0010 0123 4567 89;03.08.2025;03.08.2025;Gutschrift;Hausgeld 08/2025 EH-037,EH-032;;;TX-01318;;;;Marcus Dowerg;DE24100500002528809570;BYLADEM1001;32,51;EUR;Saldo: 780161,00
DE02 1001 0010 0123 4567 89;03.08.2025;03.08.2025;Gutschrift;Hausgeld 08/2025 EH-043,EH-015;;;TX-01319;;;;Erdal Beckmann;DE83100100105183473829;DEUTDEBB101;34,35;EUR;Saldo: 780195,35
DE02 1001 0010 0123 4567 89;03.08.2025;03.08.2025;Gutschrift;Hausgeld 08/2025 EH-020;;;TX-01320;;;;Silja Henschel;DE93120300004641708053;COBADEFFXXX;7,58;EUR;Saldo: 780202,93
DE02 1001 0010 0123 4567 89;03.08.2025;03.08.2025;Gutschrift;Hausgeld 08/2025 EH-008;;;TX-01321;;;;Xenia Conradi;DE85100500001351823374;HYVEDEMMXXX;7,86;EUR;Saldo: 780210,79
DE02 1001 0010 0123 4567 89;04.08.2025;04.08.2025;Gutschrift;Hausgeld 08/2025 EH-007,EH-024;;;TX-01322;;;;Josefine Nohlmans;DE23100701246566701065;PBNKDEFFXXX;26,28;EUR;Saldo: 780237,07
DE02 1001 0010 0123 4567 89;04.08.2025;04.08.2025;Gutschrift;Hausgeld 08/2025 EH-027,EH-026;;;TX-01323;;;;Winfried Ullmann;DE31120300003178108013;DEUTDEBB101;28,76;EUR;Saldo: 780265,83
DE02 1001 0010 0123 4567 89;04.08.2025;04.08.2025;Gutschrift;Hausgeld 08/2025 EH-012,EH-028;;;TX-01324;;;;Dunja Schacht;DE96120300008820812191;HYVEDEMMXXX;33,86;EUR;Saldo: 780299,69
DE02 1001 0010 0123 4567 89;04.08.2025;04.08.2025;Gutschrift;Hausgeld 08/2025 EH-002,EH-038;;;TX-01325;;;;Horst Vollbrecht;DE95100700009854353462;BELADEBEXXX;9,70;EUR;Saldo: 780309,39
DE02 1001 0010 0123 4567 89;04.08.2025;04.08.2025;Gutschrift;Hausgeld 08/2025 EH-011,EH-017;;;TX-01326;;;;Kranz Vermoegensverwaltung;DE61100500003036541458;BELADEBEXXX;27,48;EUR;Saldo: 780336,87
DE02 1001 0010 0123 4567 89;04.08.2025;04.08.2025;Gutschrift;Hausgeld 08/2025 EH-034,EH-010;;;TX-01327;;;;Wolfgang Hettner;DE24100700004019655698;DEUTDEBB101;34,57;EUR;Saldo: 780371,44
DE02 1001 0010 0123 4567 89;04.08.2025;04.08.2025;Gutschrift;Hausgeld 08/2025 EH-045;;;TX-01328;;;;Ronald Kelley;DE64120300006936763201;PBNKDEFFXXX;10,84;EUR;Saldo: 780382,28
DE02 1001 0010 0123 4567 89;04.08.2025;04.08.2025;Gutschrift;Hausgeld 08/2025 EH-040;;;TX-01329;;;;Gottlob Hahn;DE63100500003166587603;DEUTDEBB101;11,97;EUR;Saldo: 780394,25
DE02 1001 0010 0123 4567 89;04.08.2025;04.08.2025;Gutschrift;Hausgeld 08/2025 EH-013;;;TX-01330;;;;Willfried Harloff;DE72370400446688937346;COBADEFFXXX;13,81;EUR;Saldo: 780408,06
DE02 1001 0010 0123 4567 89;04.08.2025;04.08.2025;Gutschrift;Hausgeld 08/2025 EH-004;;;TX-01331;;;;Harro Bloch;DE99370400442408240084;PBNKDEFFXXX;9,85;EUR;Saldo: 780417,91
DE02 1001 0010 0123 4567 89;04.08.2025;04.08.2025;Gutschrift;Hausgeld 08/2025 EH-006;;;TX-01332;;;;Markus Fliegner;DE83120300005204711671;BELADEBEXXX;8,36;EUR;Saldo: 780426,27
DE02 1001 0010 0123 4567 89;05.08.2025;05.08.2025;Gutschrift;Hausgeld 08/2025 EH-048,EH-044;;;TX-01333;;;;Anni Wagenknecht;DE37100100106474687234;COBADEFFXXX;26,21;EUR;Saldo: 780452,48
DE02 1001 0010 0123 4567 89;05.08.2025;05.08.2025;Gutschrift;Hausgeld 08/2025 EH-052,EH-050;;;TX-01334;;;;Ingbert Nerger;DE46100100101838425135;PBNKDEFFXXX;11,33;EUR;Saldo: 780463,81
DE02 1001 0010 0123 4567 89;05.08.2025;05.08.2025;Gutschrift;Hausgeld 08/2025 EH-005,EH-036;;;TX-01335;;;;Kunigunda Ditschlerin;DE80100100101640052427;BELADEBEXXX;35,63;EUR;Saldo: 780499,44
DE02 1001 0010 0123 4567 89;05.08.2025;05.08.2025;Gutschrift;Hausgeld 08/2025 EH-023,EH-016;;;TX-01336;;;;Dominic Jacobs;DE97100700008262045053;PBNKDEFFXXX;33,57;EUR;Saldo: 780533,01
DE02 1001 0010 0123 4567 89;05.08.2025;05.08.2025;Gutschrift;Hausgeld 08/2025 EH-042;;;TX-01337;;;;Mina Textor;DE38100700007214895134;HYVEDEMMXXX;16,93;EUR;Saldo: 780549,94
DE02 1001 0010 0123 4567 89;05.08.2025;05.08.2025;Gutschrift;Hausgeld 08/2025 EH-039;;;TX-01338;;;;Dörte Kraus;DE64100100107278895798;HYVEDEMMXXX;10,55;EUR;Saldo: 780560,49
DE02 1001 0010 0123 4567 89;05.08.2025;05.08.2025;Gutschrift;Hausgeld 08/2025 EH-022;;;TX-01339;;;;Oswald Gröttner;DE97100100104966319314;GENODEF1P01;12,32;EUR;Saldo: 780572,81
DE02 1001 0010 0123 4567 89;05.08.2025;05.08.2025;Gutschrift;Hausgeld 08/2025 EH-041;;;TX-01340;;;;Sükrü Aumann;DE65100100108506716572;PBNKDEFFXXX;17,43;EUR;Saldo: 780590,24
DE02 1001 0010 0123 4567 89;05.08.2025;05.08.2025;Gutschrift;Hausgeld 08/2025 EH-021;;;TX-01341;;;;Dörthe Hövel;DE62370400445494808313;DEUTDEBB101;13,46;EUR;Saldo: 780603,70
DE02 1001 0010 0123 4567 89;05.08.2025;05.08.2025;Gutschrift;Hausgeld 08/2025 EH-051;;;TX-01342;;;;Jo Reuter;DE64370400443634957885;BELADEBEXXX;13,95;EUR;Saldo: 780617,65
DE02 1001 0010 0123 4567 89;10.08.2025;10.08.2025;Ueberweisung;Rechnung R20250135 Dachdecker Richter;;;TX-01343;;;;Dachdecker Richter;DE46120300006590515186;BYLADEM1001;-1195,95;EUR;Saldo: 779421,70
DE02 1001 0010 0123 4567 89;13.08.2025;13.08.2025;Ueberweisung;Rechnung R20250134 Dachdecker Richter;;;TX-01344;;;;Dachdecker Richter;DE46120300006590515186;BYLADEM1001;-1527,72;EUR;Saldo: 777893,98
DE02 1001 0010 0123 4567 89;15.08.2025;15.08.2025;Ueberweisung;Rechnung R20250159 TechClean International;;;TX-01345;;;;TechClean International;DE34100100106850542357;PBNKDEFFXXX;-2047,99;EUR;Saldo: 775845,99
DE02 1001 0010 0123 4567 89;18.08.2025;18.08.2025;Ueberweisung;Rechnung R20250067 Gaertnerei Gruener Daumen;;;TX-01346;;;;Gaertnerei Gruener Daumen;DE95370400443815614978;BYLADEM1001;-816,82;EUR;Saldo: 775029,17
DE02 1001 0010 0123 4567 89;23.08.2025;23.08.2025;Ueberweisung;Rechnung RE-2025-0149 SecureLock Systems Ltd.;;;TX-01347;;;;SecureLock Systems Ltd.;DE92100700002546291486;HYVEDEMMXXX;-151,73;EUR;Saldo: 774877,44
DE02 1001 0010 0123 4567 89;28.08.2025;28.08.2025;Ueberweisung;Kontofuehrungsgebuehr 08/2025;;;TX-01348;;;;Postbank Berlin;DE02 1001 0010 0123 4567 89;PBNKDEFFXXX;-12,50;EUR;Saldo: 774864,94
DE02 1001 0010 0123 4567 89;01.09.2025;01.09.2025;Gutschrift;Miete 09/2025 EH-025;;;TX-01349;;;;Julius Nette;DE94120300004034471349;HYVEDEMMXXX;1676,00;EUR;Saldo: 776540,94
DE02 1001 0010 0123 4567 89;01.09.2025;01.09.2025;Gutschrift;Miete 09/2025 EH-051;;;TX-01350;;;;Horst-Günter Zänker;DE52100700006717565512;DEUTDEBB101;1537,00;EUR;Saldo: 778077,94
DE02 1001 0010 0123 4567 89;01.09.2025;01.09.2025;Gutschrift;Miete 09/2025 EH-016;;;TX-01351;;;;Peggy Hein;DE91120300008091343161;BELADEBEXXX;1863,00;EUR;Saldo: 779940,94
DE02 1001 0010 0123 4567 89;01.09.2025;01.09.2025;Gutschrift;Miete 09/2025 EH-010;;;TX-01352;;;;Kiara Mcintyre;DE54100701244740748217;GENODEF1P01;1583,00;EUR;Saldo: 781523,94
DE02 1001 0010 0123 4567 89;01.09.2025;01.09.2025;Gutschrift;Miete 09/2025 EH-035;;;TX-01353;;;;Louise Ladeck;DE93100500007098593174;DEUTDEBB101;1496,00;EUR;Saldo: 783019,94
DE02 1001 0010 0123 4567 89;01.09.2025;01.09.2025;Gutschrift;Miete 09/2025 EH-050;;;TX-01354;;;;Jörgen Seidel;DE72100700002675869261;GENODEF1P01;1006,00;EUR;Saldo: 784025,94
DE02 1001 0010 0123 4567 89;01.09.2025;01.09.2025;Gutschrift;Miete 09/2025 EH-042;;;TX-01355;;;;Anika Zimmer;DE21370400441585064317;BELADEBEXXX;1925,00;EUR;Saldo: 785950,94
DE02 1001 0010 0123 4567 89;01.09.2025;01.09.2025;Gutschrift;Miete 09/2025 EH-041;;;TX-01356;;;;Galina Wohlgemut;DE86100500009318393352;COBADEFFXXX;2111,00;EUR;Saldo: 788061,94
DE02 1001 0010 0123 4567 89;01.09.2025;01.09.2025;Gutschrift;Miete 09/2025 EH-009;;;TX-01357;;;;Anette Vogt;DE22100700008569847896;HYVEDEMMXXX;1330,00;EUR;Saldo: 789391,94
DE02 1001 0010 0123 4567 89;01.09.2025;01.09.2025;Gutschrift;Hausgeld 09/2025 EH-048,EH-044;;;TX-01358;;;;Anni Wagenknecht;DE37100100106474687234;COBADEFFXXX;26,21;EUR;Saldo: 789418,15
DE02 1001 0010 0123 4567 89;01.09.2025;01.09.2025;Gutschrift;Hausgeld 09/2025 EH-005,EH-036;;;TX-01359;;;;Kunigunda Ditschlerin;DE80100100101640052427;BELADEBEXXX;35,63;EUR;Saldo: 789453,78
DE02 1001 0010 0123 4567 89;01.09.2025;01.09.2025;Gutschrift;Hausgeld 09/2025 EH-045;;;TX-01360;;;;Ronald Kelley;DE64120300006936763201;PBNKDEFFXXX;10,84;EUR;Saldo: 789464,62
DE02 1001 0010 0123 4567 89;01.09.2025;01.09.2025;Gutschrift;Hausgeld 09/2025 EH-013;;;TX-01361;;;;Willfried Harloff;DE72370400446688937346;COBADEFFXXX;13,81;EUR;Saldo: 789478,43
DE02 1001 0010 0123 4567 89;01.09.2025;01.09.2025;Gutschrift;Hausgeld 09/2025 EH-003;;;TX-01362;;;;Hiltrud Speer;DE33100700008069901627;COBADEFFXXX;10,20;EUR;Saldo: 789488,63
DE02 1001 0010 0123 4567 89;01.09.2025;01.09.2025;Gutschrift;Hausgeld 09/2025 EH-051;;;TX-01363;;;;Jo Reuter;DE64370400443634957885;BELADEBEXXX;13,95;EUR;Saldo: 789502,58
DE02 1001 0010 0123 4567 89;02.09.2025;02.09.2025;Gutschrift;Miete 09/2025 EH-021;;;TX-01364;;;;Edelgard Wulf;DE99100100100249947174;DEUTDEBB101;1511,00;EUR;Saldo: 791013,58
DE02 1001 0010 0123 4567 89;02.09.2025;02.09.2025;Gutschrift;Miete 09/2025 EH-045;;;TX-01365;;;;Chantal Täsche;DE80370400447710932480;DEUTDEBB101;1256,00;EUR;Saldo: 792269,58
DE02 1001 0010 0123 4567 89;02.09.2025;02.09.2025;Gutschrift;Miete 09/2025 EH-023;;;TX-01366;;;;David Jenkins;DE86100701244677378263;GENODEF1P01;1767,00;EUR;Saldo: 794036,58
DE02 1001 0010 0123 4567 89;02.09.2025;02.09.2025;Gutschrift;Miete 09/2025 EH-039;;;TX-01367;;;;Wilma Roht;DE11100100103695944064;GENODEF1P01;1127,00;EUR;Saldo: 795163,58
DE02 1001 0010 0123 4567 89;02.09.2025;02.09.2025;Gutschrift;Miete 09/2025 EH-034;;;TX-01368;;;;Hanna Schweitzer;DE49370400443953394210;HYVEDEMMXXX;2404,00;EUR;Saldo: 797567,58
DE02 1001 0010 0123 4567 89;02.09.2025;02.09.2025;Gutschrift;Miete 09/2025 EH-032;;;TX-01369;;;;Magrit Mitschke;DE71120300002328588424;HYVEDEMMXXX;901,00;EUR;Saldo: 798468,58
DE02 1001 0010 0123 4567 89;02.09.2025;02.09.2025;Gutschrift;Miete 09/2025 EH-029;;;TX-01370;;;;Edeltraud Renner;DE57100701246851604817;BELADEBEXXX;2091,00;EUR;Saldo: 800559,58
DE02 1001 0010 0123 4567 89;02.09.2025;02.09.2025;Gutschrift;Miete 09/2025 EH-031;;;TX-01371;;;;Carsten Austermühle;DE26100100102053950240;BELADEBEXXX;1914,00;EUR;Saldo: 802473,58
DE02 1001 0010 0123 4567 89;02.09.2025;02.09.2025;Gutschrift;Miete 09/2025 EH-019;;;TX-01372;;;;Jasmin Trub;DE29120300005766156545;BELADEBEXXX;1206,00;EUR;Saldo: 803679,58
DE02 1001 0010 0123 4567 89;02.09.2025;02.09.2025;Gutschrift;Miete 09/2025 EH-006;;;TX-01373;;;;Kamil Trub;DE95370400442809885165;HYVEDEMMXXX;983,00;EUR;Saldo: 804662,58
DE02 1001 0010 0123 4567 89;02.09.2025;02.09.2025;Gutschrift;Hausgeld 09/2025 EH-002,EH-038;;;TX-01374;;;;Horst Vollbrecht;DE95100700009854353462;BELADEBEXXX;9,70;EUR;Saldo: 804672,28
DE02 1001 0010 0123 4567 89;02.09.2025;02.09.2025;Gutschrift;Hausgeld 09/2025 EH-019,EH-009;;;TX-01375;;;;Hulda Eckbauer;DE58100500002602563421;HYVEDEMMXXX;21,60;EUR;Saldo: 804693,88
DE02 1001 0010 0123 4567 89;02.09.2025;02.09.2025;Gutschrift;Hausgeld 09/2025 EH-042;;;TX-01376;;;;Mina Textor;DE38100700007214895134;HYVEDEMMXXX;16,93;EUR;Saldo: 804710,81
DE02 1001 0010 0123 4567 89;02.09.2025;02.09.2025;Gutschrift;Hausgeld 09/2025 EH-029;;;TX-01377;;;;Tom Hartmann;DE52100701244873471434;BYLADEM1001;19,76;EUR;Saldo: 804730,57
DE02 1001 0010 0123 4567 89;02.09.2025;02.09.2025;Gutschrift;Hausgeld 09/2025 EH-020;;;TX-01378;;;;Silja Henschel;DE93120300004641708053;COBADEFFXXX;7,58;EUR;Saldo: 804738,15
DE02 1001 0010 0123 4567 89;02.09.2025;02.09.2025;Gutschrift;Hausgeld 09/2025 EH-022;;;TX-01379;;;;Oswald Gröttner;DE97100100104966319314;GENODEF1P01;12,32;EUR;Saldo: 804750,47
DE02 1001 0010 0123 4567 89;02.09.2025;02.09.2025;Gutschrift;Hausgeld 09/2025 EH-008;;;TX-01380;;;;Xenia Conradi;DE85100500001351823374;HYVEDEMMXXX;7,86;EUR;Saldo: 804758,33
DE02 1001 0010 0123 4567 89;03.09.2025;03.09.2025;Gutschrift;Miete 09/2025 EH-049;;;TX-01381;;;;Joanna Schäfer;DE83100701245940139904;COBADEFFXXX;2019,00;EUR;Saldo: 806777,33
DE02 1001 0010 0123 4567 89;03.09.2025;03.09.2025;Gutschrift;Miete 09/2025 EH-013;;;TX-01382;;;;Steffi Riehl;DE76370400445168087603;BYLADEM1001;1653,00;EUR;Saldo: 808430,33
DE02 1001 0010 0123 4567 89;03.09.2025;03.09.2025;Gutschrift;Miete 09/2025 EH-003;;;TX-01383;;;;Ferenc Stahr;DE71100700004044997278;BYLADEM1001;1070,00;EUR;Saldo: 809500,33
DE02 1001 0010 0123 4567 89;03.09.2025;03.09.2025;Gutschrift;Miete 09/2025 EH-002;;;TX-01384;;;;Marliese Hermann;DE73100500009636057662;COBADEFFXXX;864,00;EUR;Saldo: 810364,33
DE02 1001 0010 0123 4567 89;03.09.2025;03.09.2025;Gutschrift;Miete 09/2025 EH-046;;;TX-01385;;;;Ewa Thies;DE93120300000262174596;COBADEFFXXX;1726,00;EUR;Saldo: 812090,33
DE02 1001 0010 0123 4567 89;03.09.2025;03.09.2025;Gutschrift;Miete 09/2025 EH-022;;;TX-01386;;;;Alwine Sager;DE31100100104556238692;PBNKDEFFXXX;1460,00;EUR;Saldo: 813550,33
DE02 1001 0010 0123 4567 89;03.09.2025;03.09.2025;Gutschrift;Miete 09/2025 EH-037;;;TX-01387;;;;Björn Weinhage;DE97100500009084700766;COBADEFFXXX;4096,00;EUR;Saldo: 817646,33
DE02 1001 0010 0123 4567 89;03.09.2025;03.09.2025;Gutschrift;Hausgeld 09/2025 EH-025,EH-049;;;TX-01388;;;;Arnulf Heintze;DE85100701245787133150;GENODEF1P01;36,83;EUR;Saldo: 817683,16
DE02 1001 0010 0123 4567 89;03.09.2025;03.09.2025;Gutschrift;Hausgeld 09/2025 EH-043,EH-015;;;TX-01389;;;;Erdal Beckmann;DE83100100105183473829;DEUTDEBB101;34,35;EUR;Saldo: 817717,51
DE02 1001 0010 0123 4567 89;03.09.2025;03.09.2025;Gutschrift;Hausgeld 09/2025 EH-012,EH-028;;;TX-01390;;;;Dunja Schacht;DE96120300008820812191;HYVEDEMMXXX;33,86;EUR;Saldo: 817751,37
DE02 1001 0010 0123 4567 89;03.09.2025;03.09.2025;Gutschrift;Hausgeld 09/2025 EH-034,EH-010;;;TX-01391;;;;Wolfgang Hettner;DE24100700004019655698;DEUTDEBB101;34,57;EUR;Saldo: 817785,94
DE02 1001 0010 0123 4567 89;03.09.2025;03.09.2025;Gutschrift;Hausgeld 09/2025 EH-018;;;TX-01392;;;;Irmingard Margraf;DE36100701246299468044;DEUTDEBB101;1,63;EUR;Saldo: 817787,57
DE02 1001 0010 0123 4567 89;03.09.2025;03.09.2025;Gutschrift;Hausgeld 09/2025 EH-039;;;TX-01393;;;;Dörte Kraus;DE64100100107278895798;HYVEDEMMXXX;10,55;EUR;Saldo: 817798,12
DE02 1001 0010 0123 4567 89;03.09.2025;03.09.2025;Gutschrift;Hausgeld 09/2025 EH-004;;;TX-01394;;;;Harro Bloch;DE99370400442408240084;PBNKDEFFXXX;9,85;EUR;Saldo: 817807,97
DE02 1001 0010 0123 4567 89;03.09.2025;03.09.2025;Gutschrift;Hausgeld 09/2025 EH-006;;;TX-01395;;;;Markus Fliegner;DE83120300005204711671;BELADEBEXXX;8,36;EUR;Saldo: 817816,33
DE02 1001 0010 0123 4567 89;03.09.2025;03.09.2025;Ueberweisung;Rechnung R20250044 Reinigungsservice Kowalski;;;TX-01396;;;;Reinigungsservice Kowalski;DE44100701245991022901;DEUTDEBB101;-178,50;EUR;Saldo: 817637,83
DE02 1001 0010 0123 4567 89;04.09.2025;04.09.2025;Gutschrift;Hausgeld 09/2025 EH-007,EH-024;;;TX-01397;;;;Josefine Nohlmans;DE23100701246566701065;PBNKDEFFXXX;26,28;EUR;Saldo: 817664,11
DE02 1001 0010 0123 4567 89;04.09.2025;04.09.2025;Gutschrift;Hausgeld 09/2025 EH-023,EH-016;;;TX-01398;;;;Dominic Jacobs;DE97100700008262045053;PBNKDEFFXXX;33,57;EUR;Saldo: 817697,68
DE02 1001 0010 0123 4567 89;04.09.2025;04.09.2025;Gutschrift;Hausgeld 09/2025 EH-014;;;TX-01399;;;;Ingolf Röhricht;DE57100100109232719374;PBNKDEFFXXX;13,95;EUR;Saldo: 817711,63
DE02 1001 0010 0123 4567 89;04.09.2025;04.09.2025;Gutschrift;Hausgeld 09/2025 EH-046;;;TX-01400;;;;Dorothe Wulf;DE95100700004531473799;DEUTDEBB101;13,95;EUR;Saldo: 817725,58
DE02 1001 0010 0123 4567 89;04.09.2025;04.09.2025;Gutschrift;Hausgeld 09/2025 EH-021;;;TX-01401;;;;Dörthe Hövel;DE62370400445494808313;DEUTDEBB101;13,46;EUR;Saldo: 817739,04
DE02 1001 0010 0123 4567 89;05.09.2025;05.09.2025;Gutschrift;Hausgeld 09/2025 EH-037,EH-032;;;TX-01402;;;;Marcus Dowerg;DE24100500002528809570;BYLADEM1001;32,51;EUR;Saldo: 817771,55
DE02 1001 0010 0123 4567 89;05.09.2025;05.09.2025;Gutschrift;Hausgeld 09/2025 EH-047,EH-033;;;TX-01403;;;;Gertraud Holsten;DE43100700001171822782;GENODEF1P01;37,61;EUR;Saldo: 817809,16
DE02 1001 0010 0123 4567 89;05.09.2025;05.09.2025;Gutschrift;Hausgeld 09/2025 EH-027,EH-026;;;TX-01404;;;;Winfried Ullmann;DE31120300003178108013;DEUTDEBB101;28,76;EUR;Saldo: 817837,92
DE02 1001 0010 0123 4567 89;05.09.2025;05.09.2025;Gutschrift;Hausgeld 09/2025 EH-052,EH-050;;;TX-01405;;;;Ingbert Nerger;DE46100100101838425135;PBNKDEFFXXX;11,33;EUR;Saldo: 817849,25
DE02 1001 0010 0123 4567 89;05.09.2025;05.09.2025;Gutschrift;Hausgeld 09/2025 EH-031,EH-035;;;TX-01406;;;;Caroline Bohlander;DE36100701241241182449;BELADEBEXXX;30,88;EUR;Saldo: 817880,13
DE02 1001 0010 0123 4567 89;05.09.2025;05.09.2025;Gutschrift;Hausgeld 09/2025 EH-011,EH-017;;;TX-01407;;;;Kranz Vermoegensverwaltung;DE61100500003036541458;BELADEBEXXX;27,48;EUR;Saldo: 817907,61
DE02 1001 0010 0123 4567 89;05.09.2025;05.09.2025;Gutschrift;Hausgeld 09/2025 EH-001,EH-030;;;TX-01408;;;;Osman Jacob;DE49100700003561595148;BELADEBEXXX;32,73;EUR;Saldo: 817940,34
