id,datum,typ,betrag,kategorie,gegen_name,verwendungszweck,referenz_id,error_types
TX-00662,2024-10-05,CREDIT,11.33,hausgeld,Ingbert Nerger,"Hausgeld 10/2024 EH-052,EH-050",EIG-010,
TX-00663,2024-10-05,CREDIT,13.81,hausgeld,Willfried Harloff,Hausgeld 10/2024 EH-013,EIG-024,
TX-00664,2024-10-05,CREDIT,10.20,hausgeld,Hiltrud Speer,Hausgeld 10/2024 EH-003,EIG-025,
TX-00665,2024-10-05,CREDIT,17.43,hausgeld,Sükrü Aumann,Hausgeld 10/2024 EH-041,EIG-029,
TX-00666,2024-10-11,DEBIT,725.90,dienstleister,Aufzug Schindler & Co. GmbH,Rechnung R20240077 Aufzug Schindler & Co. GmbH,INV-00065,
TX-00667,2024-10-13,DEBIT,1065.76,dienstleister,Heiztechnik Berlin GmbH,Rechnung R20240085 Heiztechnik Berlin GmbH,INV-00064,
TX-00668,2024-10-13,DEBIT,65.45,dienstleister,Sanitaer Schulze GmbH,Rechnung RE-2024-0119 Sanitaer Schulze GmbH,INV-00070,
TX-00669,2024-10-14,DEBIT,190.40,dienstleister,Reinigungsservice Kowalski,Rechnung R20240033 Reinigungsservice Kowalski,INV-00067,
TX-00670,2024-10-28,DEBIT,12.50,sonstige,Postbank Berlin,Kontofuehrungsgebuehr 10/2024,,
TX-00671,2024-10-30,DEBIT,214.20,dienstleister,Sanitaer Schulze GmbH,Rechnung RE-2024-0129 Sanitaer Schulze GmbH,INV-00071,
TX-00672,2024-11-01,CREDIT,1511.00,miete,Edelgard Wulf,Miete 11/2024 EH-021,MIE-002,
TX-00673,2024-11-01,CREDIT,1726.00,miete,Ewa Thies,Miete 11/2024 EH-046,MIE-010,
TX-00674,2024-11-01,CREDIT,2404.00,miete,Hanna Schweitzer,Miete 11/2024 EH-034,MIE-015,
TX-00675,2024-11-01,CREDIT,1496.00,miete,Louise Ladeck,Miete 11/2024 EH-035,MIE-018,
TX-00676,2024-11-01,CREDIT,1206.00,miete,Jasmin Trub,Miete 11/2024 EH-019,MIE-025,
TX-00677,2024-11-01,CREDIT,28.76,hausgeld,Winfried Ullmann,"Hausgeld 11/2024 EH-027,EH-026",EIG-006,
TX-00678,2024-11-01,CREDIT,26.21,hausgeld,Anni Wagenknecht,"Hausgeld 11/2024 EH-048,EH-044",EIG-007,
TX-00679,2024-11-01,CREDIT,9.70,hausgeld,Horst Vollbrecht,"Hausgeld 11/2024 EH-002,EH-038",EIG-009,
TX-00680,2024-11-01,CREDIT,1.63,hausgeld,Irmingard Margraf,Hausgeld 11/2024 EH-018,EIG-018,
TX-00681,2024-11-01,CREDIT,16.93,hausgeld,Mina Textor,Hausgeld 11/2024 EH-042,EIG-019,
TX-00682,2024-11-01,CREDIT,10.55,hausgeld,Dörte Kraus,Hausgeld 11/2024 EH-039,EIG-021,
TX-00683,2024-11-01,CREDIT,13.81,hausgeld,Willfried Harloff,Hausgeld 11/2024 EH-013,EIG-024,
TX-00684,2024-11-02,CREDIT,2019.00,miete,Joanna Schäfer,Miete 11/2024 EH-049,MIE-003,
TX-00685,2024-11-02,CREDIT,1767.00,miete,David Jenkins,Miete 11/2024 EH-023,MIE-007,
TX-00686,2024-11-02,CREDIT,1863.00,miete,Peggy Hein,Miete 11/2024 EH-016,MIE-011,
TX-00687,2024-11-02,CREDIT,901.00,miete,Magrit Mitschke,Miete 11/2024 EH-032,MIE-016,
TX-00688,2024-11-02,CREDIT,1006.00,miete,Jörgen Seidel,Miete 11/2024 EH-050,MIE-019,
TX-00689,2024-11-02,CREDIT,1925.00,miete,Anika Zimmer,Miete 11/2024 EH-042,MIE-020,
TX-00690,2024-11-02,CREDIT,2111.00,miete,Galina Wohlgemut,Miete 11/2024 EH-041,MIE-021,
TX-00691,2024-11-02,CREDIT,1330.00,miete,Anette Vogt,Miete 11/2024 EH-009,MIE-024,
TX-00692,2024-11-02,CREDIT,983.00,miete,Kamil Trub,Miete 11/2024 EH-006,MIE-026,
TX-00693,2024-11-02,CREDIT,37.61,hausgeld,Gertraud Holsten,"Hausgeld 11/2024 EH-047,EH-033",EIG-002,
TX-00694,2024-11-02,CREDIT,34.35,hausgeld,Erdal Beckmann,"Hausgeld 11/2024 EH-043,EH-015",EIG-004,
TX-00695,2024-11-02,CREDIT,34.57,hausgeld,Wolfgang Hettner,"Hausgeld 11/2024 EH-034,EH-010",EIG-016,
TX-00696,2024-11-02,CREDIT,10.84,hausgeld,Ronald Kelley,Hausgeld 11/2024 EH-045,EIG-020,
TX-00697,2024-11-02,CREDIT,19.76,hausgeld,Tom Hartmann,Hausgeld 11/2024 EH-029,EIG-022,
TX-00698,2024-11-02,CREDIT,10.20,hausgeld,Hiltrud Speer,Hausgeld 11/2024 EH-003,EIG-025,
TX-00699,2024-11-02,CREDIT,13.95,hausgeld,Dorothe Wulf,Hausgeld 11/2024 EH-046,EIG-030,
TX-00700,2024-11-03,CREDIT,1676.00,miete,Julius Nette,Miete 11/2024 EH-025,MIE-001,
TX-00701,2024-11-03,CREDIT,1537.00,miete,Horst-Günter Zänker,Miete 11/2024 EH-051,MIE-004,
TX-00702,2024-11-03,CREDIT,1653.00,miete,Steffi Riehl,Miete 11/2024 EH-013,MIE-005,
TX-00703,2024-11-03,CREDIT,1256.00,miete,Chantal Täsche,Miete 11/2024 EH-045,MIE-006,
TX-00704,2024-11-03,CREDIT,1070.00,miete,Ferenc Stahr,Miete 11/2024 EH-003,MIE-008,
TX-00705,2024-11-03,CREDIT,864.00,miete,Marliese Hermann,Miete 11/2024 EH-002,MIE-009,
TX-00706,2024-11-03,CREDIT,1460.00,miete,Alwine Sager,Miete 11/2024 EH-022,MIE-012,
TX-00707,2024-11-03,CREDIT,1583.00,miete,Kiara Mcintyre,Miete 11/2024 EH-010,MIE-013,
TX-00708,2024-11-03,CREDIT,1127.00,miete,Wilma Roht,Miete 11/2024 EH-039,MIE-014,
TX-00709,2024-11-03,CREDIT,2091.00,miete,Edeltraud Renner,Miete 11/2024 EH-029,MIE-017,
TX-00710,2024-11-03,CREDIT,1914.00,miete,Carsten Austermühle,Miete 11/2024 EH-031,MIE-022,
TX-00711,2024-11-03,CREDIT,4096.00,miete,Björn Weinhage,Miete 11/2024 EH-037,MIE-023,
TX-00712,2024-11-03,CREDIT,32.51,hausgeld,Marcus Dowerg,"Hausgeld 11/2024 EH-037,EH-032",EIG-001,
TX-00713,2024-11-03,CREDIT,26.28,hausgeld,Josefine Nohlmans,"Hausgeld 11/2024 EH-007,EH-024",EIG-005,
TX-00714,2024-11-03,CREDIT,33.86,hausgeld,Dunja Schacht,"Hausgeld 11/2024 EH-012,EH-028",EIG-008,
TX-00715,2024-11-03,CREDIT,11.33,hausgeld,Ingbert Nerger,"Hausgeld 11/2024 EH-052,EH-050",EIG-010,
TX-00716,2024-11-03,CREDIT,30.88,hausgeld,Caroline Bohlander,"Hausgeld 11/2024 EH-031,EH-035",EIG-011,
TX-00717,2024-11-03,CREDIT,11.97,hausgeld,Gottlob Hahn,Hausgeld 11/2024 EH-040,EIG-023,
TX-00718,2024-11-03,CREDIT,13.95,hausgeld,Ingolf Röhricht,Hausgeld 11/2024 EH-014,EIG-027,
TX-00719,2024-11-04,CREDIT,35.63,hausgeld,Kunigunda Ditschlerin,"Hausgeld 11/2024 EH-005,EH-036",EIG-012,
TX-00720,2024-11-04,CREDIT,27.48,hausgeld,Kranz Vermoegensverwaltung,"Hausgeld 11/2024 EH-011,EH-017",EIG-015,
TX-00721,2024-11-04,CREDIT,17.43,hausgeld,Sükrü Aumann,Hausgeld 11/2024 EH-041,EIG-029,
TX-00722,2024-11-04,CREDIT,13.46,hausgeld,Dörthe Hövel,Hausgeld 11/2024 EH-021,EIG-031,
TX-00723,2024-11-04,CREDIT,13.95,hausgeld,Jo Reuter,Hausgeld 11/2024 EH-051,EIG-032,
TX-00724,2024-11-04,CREDIT,9.85,hausgeld,Harro Bloch,Hausgeld 11/2024 EH-004,EIG-034,
TX-00725,2024-11-05,CREDIT,36.83,hausgeld,Arnulf Heintze,"Hausgeld 11/2024 EH-025,EH-049",EIG-003,
TX-00726,2024-11-05,CREDIT,33.57,hausgeld,Dominic Jacobs,"Hausgeld 11/2024 EH-023,EH-016",EIG-013,
TX-00727,2024-11-05,CREDIT,21.60,hausgeld,Hulda Eckbauer,"Hausgeld 11/2024 EH-019,EH-009",EIG-014,
TX-00728,2024-11-05,CREDIT,32.73,hausgeld,Osman Jacob,"Hausgeld 11/2024 EH-001,EH-030",EIG-017,
TX-00729,2024-11-05,CREDIT,7.58,hausgeld,Silja Henschel,Hausgeld 11/2024 EH-020,EIG-026,
TX-00730,2024-11-05,CREDIT,12.32,hausgeld,Oswald Gröttner,Hausgeld 11/2024 EH-022,EIG-028,
TX-00731,2024-11-05,DEBIT,820.62,dienstleister,Gaertnerei Gruener Daumen,Rechnung R20240058 Gaertnerei Gruener Daumen,INV-00075,
TX-00732,2024-11-07,DEBIT,530.74,dienstleister,SecureLock Systems Ltd.,Rechnung RE-2024-0154 SecureLock Systems Ltd.,INV-00072,
TX-00733,2024-11-09,DEBIT,188.71,dienstleister,Reinigungsservice Kowalski,Rechnung R20240034 Reinigungsservice Kowalski,INV-00074,
TX-00734,2024-11-23,DEBIT,1325.06,dienstleister,TechClean International,Rechnung R20240163 TechClean International,INV-00078,
TX-00735,2024-11-28,DEBIT,530.74,dienstleister,SecureLock Systems Ltd.,Rechnung RE-2024-0151 SecureLock Systems Ltd.,INV-00076,
TX-00736,2024-11-28,DEBIT,562.87,dienstleister,SecureLock Systems Ltd.,Rechnung RE-2024-0147 SecureLock Systems Ltd.,INV-00077,
TX-00737,2024-11-28,DEBIT,12.50,sonstige,Postbank Berlin,Kontofuehrungsgebuehr 11/2024,,
TX-00738,2024-12-01,CREDIT,1676.00,miete,Julius Nette,Miete 12/2024 EH-025,MIE-001,
TX-00739,2024-12-01,CREDIT,2019.00,miete,Joanna Schäfer,Miete 12/2024 EH-049,MIE-003,
TX-00740,2024-12-01,CREDIT,1653.00,miete,Steffi Riehl,Miete 12/2024 EH-013,MIE-005,
TX-00741,2024-12-01,CREDIT,864.00,miete,Marliese Hermann,Miete 12/2024 EH-002,MIE-009,
TX-00742,2024-12-01,CREDIT,1127.00,miete,Wilma Roht,Miete 12/2024 EH-039,MIE-014,
TX-00743,2024-12-01,CREDIT,901.00,miete,Magrit Mitschke,Miete 12/2024 EH-032,MIE-016,
TX-00744,2024-12-01,CREDIT,1006.00,miete,Jörgen Seidel,Miete 12/2024 EH-050,MIE-019,
TX-00745,2024-12-01,CREDIT,1925.00,miete,Anika Zimmer,Miete 12/2024 EH-042,MIE-020,
TX-00746,2024-12-01,CREDIT,2111.00,miete,Galina Wohlgemut,Miete 12/2024 EH-041,MIE-021,
TX-00747,2024-12-01,CREDIT,4096.00,miete,Björn Weinhage,Miete 12/2024 EH-037,MIE-023,
TX-00748,2024-12-01,CREDIT,1330.00,miete,Anette Vogt,Miete 12/2024 EH-009,MIE-024,
TX-00749,2024-12-01,CREDIT,26.28,hausgeld,Josefine Nohlmans,"Hausgeld 12/2024 EH-007,EH-024",EIG-005,
TX-00750,2024-12-01,CREDIT,33.57,hausgeld,Dominic Jacobs,"Hausgeld 12/2024 EH-023,EH-016",EIG-013,
TX-00751,2024-12-01,CREDIT,13.95,hausgeld,Dorothe Wulf,Hausgeld 12/2024 EH-046,EIG-030,
TX-00752,2024-12-01,CREDIT,13.46,hausgeld,Dörthe Hövel,Hausgeld 12/2024 EH-021,EIG-031,
TX-00753,2024-12-01,CREDIT,7.86,hausgeld,Xenia Conradi,Hausgeld 12/2024 EH-008,EIG-033,
TX-00754,2024-12-02,CREDIT,1863.00,miete,Peggy Hein,Miete 12/2024 EH-016,MIE-011,
TX-00755,2024-12-02,CREDIT,2404.00,miete,Hanna Schweitzer,Miete 12/2024 EH-034,MIE-015,
TX-00756,2024-12-02,CREDIT,2091.00,miete,Edeltraud Renner,Miete 12/2024 EH-029,MIE-017,
TX-00757,2024-12-02,CREDIT,28.76,hausgeld,Winfried Ullmann,"Hausgeld 12/2024 EH-027,EH-026",EIG-006,
TX-00758,2024-12-02,CREDIT,34.57,hausgeld,Wolfgang Hettner,"Hausgeld 12/2024 EH-034,EH-010",EIG-016,
TX-00759,2024-12-02,CREDIT,32.73,hausgeld,Osman Jacob,"Hausgeld 12/2024 EH-001,EH-030",EIG-017,
TX-00760,2024-12-02,CREDIT,13.81,hausgeld,Willfried Harloff,Hausgeld 12/2024 EH-013,EIG-024,
TX-00761,2024-12-02,CREDIT,8.36,hausgeld,Markus Fliegner,Hausgeld 12/2024 EH-006,EIG-035,
TX-00762,2024-12-02,DEBIT,619.99,dienstleister,Elektro Schmidt e.K.,Rechnung R20240103 Elektro Schmidt e.K.,INV-00080,
TX-00763,2024-12-03,CREDIT,1511.00,miete,Edelgard Wulf,Miete 12/2024 EH-021,MIE-002,
TX-00764,2024-12-03,CREDIT,1537.00,miete,Horst-Günter Zänker,Miete 12/2024 EH-051,MIE-004,
TX-00765,2024-12-03,CREDIT,1256.00,miete,Chantal Täsche,Miete 12/2024 EH-045,MIE-006,
TX-00766,2024-12-03,CREDIT,1767.00,miete,David Jenkins,Miete 12/2024 EH-023,MIE-007,
TX-00767,2024-12-03,CREDIT,1070.00,miete,Ferenc Stahr,Miete 12/2024 EH-003,MIE-008,
TX-00768,2024-12-03,CREDIT,1726.00,miete,Ewa Thies,Miete 12/2024 EH-046,MIE-010,
TX-00769,2024-12-03,CREDIT,1460.00,miete,Alwine Sager,Miete 12/2024 EH-022,MIE-012,
TX-00770,2024-12-03,CREDIT,1583.00,miete,Kiara Mcintyre,Miete 12/2024 EH-010,MIE-013,
TX-00771,2024-12-03,CREDIT,1496.00,miete,Louise Ladeck,Miete 12/2024 EH-035,MIE-018,
TX-00772,2024-12-03,CREDIT,1914.00,miete,Carsten Austermühle,Miete 12/2024 EH-031,MIE-022,
TX-00773,2024-12-03,CREDIT,1206.00,miete,Jasmin Trub,Miete 12/2024 EH-019,MIE-025,
TX-00774,2024-12-03,CREDIT,983.00,miete,Kamil Trub,Miete 12/2024 EH-006,MIE-026,
TX-00775,2024-12-03,CREDIT,32.51,hausgeld,Marcus Dowerg,"Hausgeld 12/2024 EH-037,EH-032",EIG-001,
TX-00776,2024-12-03,CREDIT,34.35,hausgeld,Erdal Beckmann,"Hausgeld 12/2024 EH-043,EH-015",EIG-004,
TX-00777,2024-12-03,CREDIT,26.21,hausgeld,Anni Wagenknecht,"Hausgeld 12/2024 EH-048,EH-044",EIG-007,
TX-00778,2024-12-03,CREDIT,11.33,hausgeld,Ingbert Nerger,"Hausgeld 12/2024 EH-052,EH-050",EIG-010,
TX-00779,2024-12-03,CREDIT,10.55,hausgeld,Dörte Kraus,Hausgeld 12/2024 EH-039,EIG-021,
TX-00780,2024-12-03,CREDIT,19.76,hausgeld,Tom Hartmann,Hausgeld 12/2024 EH-029,EIG-022,
TX-00781,2024-12-03,CREDIT,11.97,hausgeld,Gottlob Hahn,Hausgeld 12/2024 EH-040,EIG-023,
TX-00782,2024-12-03,CREDIT,7.58,hausgeld,Silja Henschel,Hausgeld 12/2024 EH-020,EIG-026,
TX-00783,2024-12-04,CREDIT,37.61,hausgeld,Gertraud Holsten,"Hausgeld 12/2024 EH-047,EH-033",EIG-002,
TX-00784,2024-12-04,CREDIT,33.86,hausgeld,Dunja Schacht,"Hausgeld 12/2024 EH-012,EH-028",EIG-008,
TX-00785,2024-12-04,CREDIT,9.70,hausgeld,Horst Vollbrecht,"Hausgeld 12/2024 EH-002,EH-038",EIG-009,
TX-00786,2024-12-04,CREDIT,21.60,hausgeld,Hulda Eckbauer,"Hausgeld 12/2024 EH-019,EH-009",EIG-014,
TX-00787,2024-12-04,CREDIT,1.63,hausgeld,Irmingard Margraf,Hausgeld 12/2024 EH-018,EIG-018,
TX-00788,2024-12-04,CREDIT,16.93,hausgeld,Mina Textor,Hausgeld 12/2024 EH-042,EIG-019,
TX-00789,2024-12-04,CREDIT,10.20,hausgeld,Hiltrud Speer,Hausgeld 12/2024 EH-003,EIG-025,
TX-00790,2024-12-04,CREDIT,13.95,hausgeld,Ingolf Röhricht,Hausgeld 12/2024 EH-014,EIG-027,
TX-00791,2024-12-04,CREDIT,12.32,hausgeld,Oswald Gröttner,Hausgeld 12/2024 EH-022,EIG-028,
TX-00792,2024-12-04,CREDIT,17.43,hausgeld,Sükrü Aumann,Hausgeld 12/2024 EH-041,EIG-029,
TX-00793,2024-12-04,CREDIT,9.85,hausgeld,Harro Bloch,Hausgeld 12/2024 EH-004,EIG-034,
TX-00794,2024-12-04,DEBIT,816.82,dienstleister,Gaertnerei Gruener Daumen,Rechnung R20240059 Gaertnerei Gruener Daumen,INV-00086,
TX-00795,2024-12-05,CREDIT,36.83,hausgeld,Arnulf Heintze,"Hausgeld 12/2024 EH-025,EH-049",EIG-003,
TX-00796,2024-12-05,CREDIT,30.88,hausgeld,Caroline Bohlander,"Hausgeld 12/2024 EH-031,EH-035",EIG-011,
TX-00797,2024-12-05,CREDIT,35.63,hausgeld,Kunigunda Ditschlerin,"Hausgeld 12/2024 EH-005,EH-036",EIG-012,
TX-00798,2024-12-05,CREDIT,27.48,hausgeld,Kranz Vermoegensverwaltung,"Hausgeld 12/2024 EH-011,EH-017",EIG-015,
TX-00799,2024-12-05,CREDIT,10.84,hausgeld,Ronald Kelley,Hausgeld 12/2024 EH-045,EIG-020,
TX-00800,2024-12-05,CREDIT,13.95,hausgeld,Jo Reuter,Hausgeld 12/2024 EH-051,EIG-032,
TX-00801,2024-12-06,DEBIT,1088.85,dienstleister,Hausmeister Mueller GmbH,Rechnung R20240011 Hausmeister Mueller GmbH,INV-00084,
TX-00802,2024-12-12,DEBIT,612.25,dienstleister,Elektro Schmidt e.K.,Rechnung R20240105 Elektro Schmidt e.K.,INV-00079,
TX-00803,2024-12-16,DEBIT,65.45,dienstleister,Sanitaer Schulze GmbH,Rechnung RE-2024-0127 Sanitaer Schulze GmbH,INV-00083,
TX-00804,2024-12-18,DEBIT,497.18,dienstleister,Reinigungsservice Kowalski,Rechnung R20240035 Reinigungsservice Kowalski,INV-00085,
TX-00805,2024-12-20,DEBIT,315.35,dienstleister,Hausmeister Mueller GmbH,Rechnung R20240178 Hausmeister Mueller GmbH,INV-00081,
TX-00806,2024-12-20,DEBIT,369.14,dienstleister,Hausmeister Mueller GmbH,Rechnung R20240180 Hausmeister Mueller GmbH,INV-00088,
TX-00807,2024-12-23,DEBIT,618.80,dienstleister,Heiztechnik Berlin GmbH,Rechnung R20240087 Heiztechnik Berlin GmbH,INV-00089,
TX-00808,2024-12-24,DEBIT,171.36,dienstleister,Sanitaer Schulze GmbH,Rechnung RE-2024-0124 Sanitaer Schulze GmbH,INV-00090,
TX-00809,2024-12-28,DEBIT,12.50,sonstige,Postbank Berlin,Kontofuehrungsgebuehr 12/2024,,
TX-00810,2024-12-31,CREDIT,497.34,sonstige,Postbank Berlin,Zinsgutschrift 2024,,
TX-00811,2025-01-01,CREDIT,2019.00,miete,Joanna Schäfer,Miete Joanna Schäfer,MIE-003,
TX-00812,2025-01-01,CREDIT,1537.00,miete,Horst-Günter Zänker,Miete 01/2025 EH-051,MIE-004,
TX-00813,2025-01-01,CREDIT,1653.00,miete,Steffi Riehl,Miete 01/2025 EH-013,MIE-005,
TX-00814,2025-01-01,CREDIT,1256.00,miete,Chantal Täsche,Miete 01/2025 EH-045,MIE-006,
TX-00815,2025-01-01,CREDIT,1583.00,miete,Kiara Mcintyre,Miete 01/2025 EH-010,MIE-013,
TX-00816,2025-01-01,CREDIT,1330.00,miete,Anette Vogt,Miete 01/2025 EH-009,MIE-024,
TX-00817,2025-01-01,CREDIT,34.35,hausgeld,Erdal Beckmann,"Hausgeld 01/2025 EH-043,EH-015",EIG-004,
TX-00818,2025-01-01,CREDIT,26.28,hausgeld,Josefine Nohlmans,"Hausgeld 01/2025 EH-007,EH-024",EIG-005,
TX-00819,2025-01-01,CREDIT,35.63,hausgeld,Kunigunda Ditschlerin,"Hausgeld 01/2025 EH-005,EH-036",EIG-012,
TX-00820,2025-01-01,CREDIT,21.60,hausgeld,Hulda Eckbauer,"Hausgeld 01/2025 EH-019,EH-009",EIG-014,
TX-00821,2025-01-01,CREDIT,8.36,hausgeld,Markus Fliegner,Hausgeld 01/2025 EH-006,EIG-035,
TX-00822,2025-01-02,CREDIT,1676.00,miete,Julius Nette,Miete 01/2025 EH-025,MIE-001,
TX-00823,2025-01-02,CREDIT,1767.00,miete,David Jenkins,Miete 01/2025 EH-023,MIE-007,
TX-00824,2025-01-02,CREDIT,1863.00,miete,Peggy Hein,Miete 01/2025 EH-016,MIE-011,
TX-00825,2025-01-02,CREDIT,2404.00,miete,Hanna Schweitzer,Miete 01/2025 EH-034,MIE-015,
TX-00826,2025-01-02,CREDIT,901.00,miete,Magrit Mitschke,Miete 01/2025 EH-032,MIE-016,
TX-00827,2025-01-02,CREDIT,2091.00,miete,Edeltraud Renner,Miete 01/2025 EH-029,MIE-017,
TX-00828,2025-01-02,CREDIT,1496.00,miete,Louise Ladeck,Miete 01/2025 EH-035,MIE-018,
TX-00829,2025-01-02,CREDIT,1006.00,miete,Jörgen Seidel,Miete 01/2025 EH-050,MIE-019,
TX-00830,2025-01-02,CREDIT,983.00,miete,Kamil Trub,Miete 01/2025 EH-006,MIE-026,
TX-00831,2025-01-02,CREDIT,32.51,hausgeld,Marcus Dowerg,"Hausgeld 01/2025 EH-037,EH-032",EIG-001,
TX-00832,2025-01-02,CREDIT,36.83,hausgeld,Arnulf Heintze,"Hausgeld 01/2025 EH-025,EH-049",EIG-003,
TX-00833,2025-01-02,CREDIT,26.21,hausgeld,Anni Wagenknecht,"Hausgeld 01/2025 EH-048,EH-044",EIG-007,
TX-00834,2025-01-02,CREDIT,9.70,hausgeld,Horst Vollbrecht,"Hausgeld 01/2025 EH-002,EH-038",EIG-009,
TX-00835,2025-01-02,CREDIT,27.48,hausgeld,Kranz Vermoegensverwaltung,"Hausgeld 01/2025 EH-011,EH-017",EIG-015,
TX-00836,2025-01-02,CREDIT,10.55,hausgeld,Dörte Kraus,Hausgeld 01/2025 EH-039,EIG-021,
TX-00837,2025-01-02,CREDIT,19.76,hausgeld,Tom Hartmann,Hausgeld 01/2025 EH-029,EIG-022,
TX-00838,2025-01-02,CREDIT,11.97,hausgeld,Gottlob Hahn,Hausgeld 01/2025 EH-040,EIG-023,
TX-00839,2025-01-02,CREDIT,10.20,hausgeld,Hiltrud Speer,Hausgeld 01/2025 EH-003,EIG-025,
TX-00840,2025-01-02,CREDIT,7.58,hausgeld,Silja Henschel,Hausgeld 01/2025 EH-020,EIG-026,
TX-00841,2025-01-02,CREDIT,7.86,hausgeld,Xenia Conradi,Hausgeld 01/2025 EH-008,EIG-033,
TX-00842,2025-01-02,DEBIT,53.55,dienstleister,Sanitaer Schulze GmbH,Rechnung RE-2024-0114 Sanitaer Schulze GmbH,INV-00091,
TX-00843,2025-01-03,CREDIT,1511.00,miete,Edelgard Wulf,Miete 01/2025 EH-021,MIE-002,
TX-00844,2025-01-03,CREDIT,1070.00,miete,Ferenc Stahr,Miete 01/2025 EH-003,MIE-008,
TX-00845,2025-01-03,CREDIT,864.00,miete,Marliese Hermann,Miete 01/2025 EH-002,MIE-009,
TX-00846,2025-01-03,CREDIT,1726.00,miete,Ewa Thies,Miete 01/2025 EH-046,MIE-010,
TX-00847,2025-01-03,CREDIT,1460.00,miete,Alwine Sager,Miete 01/2025 EH-022,MIE-012,
TX-00848,2025-01-03,CREDIT,1127.00,miete,Wilma Roht,Miete 01/2025 EH-039,MIE-014,
TX-00849,2025-01-03,CREDIT,1925.00,miete,Anika Zimmer,Miete 01/2025 EH-042,MIE-020,
TX-00850,2025-01-03,CREDIT,2111.00,miete,Galina Wohlgemut,Miete 01/2025 EH-041,MIE-021,
TX-00851,2025-01-03,CREDIT,1914.00,miete,Carsten Austermühle,Miete 01/2025 EH-031,MIE-022,
TX-00852,2025-01-03,CREDIT,4096.00,miete,Björn Weinhage,Miete 01/2025 EH-037,MIE-023,
TX-00853,2025-01-03,CREDIT,1206.00,miete,Jasmin Trub,Miete 01/2025 EH-019,MIE-025,
TX-00854,2025-01-03,CREDIT,28.76,hausgeld,Winfried Ullmann,"Hausgeld 01/2025 EH-027,EH-026",EIG-006,
TX-00855,2025-01-03,CREDIT,34.57,hausgeld,Wolfgang Hettner,"Hausgeld 01/2025 EH-034,EH-010",EIG-016,
TX-00856,2025-01-03,CREDIT,13.81,hausgeld,Willfried Harloff,Hausgeld 01/2025 EH-013,EIG-024,
TX-00857,2025-01-03,CREDIT,17.43,hausgeld,Sükrü Aumann,Hausgeld 01/2025 EH-041,EIG-029,
TX-00858,2025-01-03,CREDIT,13.95,hausgeld,Dorothe Wulf,Hausgeld 01/2025 EH-046,EIG-030,
TX-00859,2025-01-03,CREDIT,13.46,hausgeld,Dörthe Hövel,Hausgeld 01/2025 EH-021,EIG-031,
TX-00860,2025-01-04,CREDIT,33.86,hausgeld,Dunja Schacht,"Hausgeld 01/2025 EH-012,EH-028",EIG-008,
TX-00861,2025-01-04,CREDIT,11.33,hausgeld,Ingbert Nerger,"Hausgeld 01/2025 EH-052,EH-050",EIG-010,
TX-00862,2025-01-04,CREDIT,32.73,hausgeld,Osman Jacob,"Hausgeld 01/2025 EH-001,EH-030",EIG-017,
TX-00863,2025-01-04,CREDIT,12.32,hausgeld,Oswald Gröttner,Hausgeld 01/2025 EH-022,EIG-028,
TX-00864,2025-01-05,CREDIT,37.61,hausgeld,Gertraud Holsten,"Hausgeld 01/2025 EH-047,EH-033",EIG-002,
TX-00865,2025-01-05,CREDIT,30.88,hausgeld,Caroline Bohlander,"Hausgeld 01/2025 EH-031,EH-035",EIG-011,
TX-00866,2025-01-05,CREDIT,33.57,hausgeld,Dominic Jacobs,"Hausgeld 01/2025 EH-023,EH-016",EIG-013,
TX-00867,2025-01-05,CREDIT,1.63,hausgeld,Irmingard Margraf,Hausgeld 01/2025 EH-018,EIG-018,
TX-00868,2025-01-05,CREDIT,16.93,hausgeld,Mina Textor,Hausgeld 01/2025 EH-042,EIG-019,
TX-00869,2025-01-05,CREDIT,10.84,hausgeld,Ronald Kelley,Hausgeld 01/2025 EH-045,EIG-020,
TX-00870,2025-01-05,CREDIT,13.95,hausgeld,Ingolf Röhricht,Hausgeld 01/2025 EH-014,EIG-027,
TX-00871,2025-01-05,CREDIT,13.95,hausgeld,Jo Reuter,Hausgeld 01/2025 EH-051,EIG-032,
TX-00872,2025-01-05,CREDIT,9.85,hausgeld,Harro Bloch,Hausgeld 01/2025 EH-004,EIG-034,
TX-00873,2025-01-05,DEBIT,65.45,dienstleister,Sanitaer Schulze GmbH,Rechnung RE-2024-0128 Sanitaer Schulze GmbH,INV-00096,
TX-00874,2025-01-11,DEBIT,110.43,dienstleister,Gaertnerei Gruener Daumen,Rechnung R20240060 Gaertnerei Gruener Daumen,INV-00095,
TX-00875,2025-01-12,DEBIT,42.84,dienstleister,Sanitaer Schulze GmbH,Rechnung RE-2025-0117 Sanitaer Schulze GmbH,INV-00097,
TX-00876,2025-01-16,DEBIT,480.28,dienstleister,Hausmeister Mueller GmbH,Rechnung R20240012 Hausmeister Mueller GmbH,INV-00093,
TX-00877,2025-01-16,DEBIT,499.80,dienstleister,Reinigungsservice Kowalski,Rechnung R20240036 Reinigungsservice Kowalski,INV-00094,
TX-00878,2025-01-19,DEBIT,1195.95,dienstleister,Dachdecker Richter,Rechnung R20250141 Dachdecker Richter,INV-00101,
TX-00879,2025-01-20,DEBIT,53.55,dienstleister,Sanitaer Schulze GmbH,Rechnung RE-2025-0126 Sanitaer Schulze GmbH,INV-00098,
